Temperature1,Temperature2,Pressure1,Pressure2,Temperature3,Temperature4,Pressure3,Pressure4,Temperature5,Temperature6,Pressure5,Pressure6
15,44,30,348,10,39,19,322,22,14,31,707
23,31,22,208,26,35,40,811,13,26,21,666
22,48,34,868,22,13,13,625,15,10,11,529
26,49,24,930,15,13,35,119,28,42,13,435
17,15,44,708,20,30,40,979,16,22,34,144
14,34,49,424,30,27,21,922,30,43,43,461
30,43,39,211,27,42,36,510,19,39,30,535
17,43,49,830,18,16,22,658,27,24,46,135
25,24,45,114,14,26,36,912,25,10,13,545
14,43,27,583,21,37,29,419,14,17,32,476
18,11,23,728,22,38,31,568,14,12,31,155
22,30,32,124,25,13,18,305,12,38,36,778
23,20,28,264,16,16,19,334,28,34,40,674
11,36,48,823,20,35,14,889,21,37,25,244
23,26,19,793,22,27,13,708,28,40,13,715
21,24,16,388,18,19,10,336,22,30,30,304
15,40,12,277,29,15,27,828,10,38,42,702
18,42,47,823,16,18,41,260,12,14,20,111
29,49,43,653,18,40,29,924,22,23,49,127
13,19,34,320,27,10,39,259,13,25,48,961
15,35,42,246,25,15,45,642,11,46,11,532
14,14,33,898,17,36,17,171,28,13,38,408
18,43,27,321,14,11,48,792,21,22,20,155
14,44,29,614,23,15,18,522,13,39,46,312
11,19,30,599,25,47,25,909,25,30,39,693
25,43,14,944,18,32,41,114,14,44,13,503
16,43,42,893,14,14,46,707,13,16,14,564
13,44,29,284,22,46,39,504,10,46,32,380
13,26,26,182,17,12,48,174,27,35,25,551
23,35,45,559,28,46,15,273,27,48,31,246
24,32,23,841,22,32,22,280,10,24,31,516
10,18,41,320,10,11,50,328,11,48,42,832
27,10,19,739,12,13,13,897,28,37,12,837
14,37,29,735,21,24,43,164,11,27,29,307
24,31,24,881,20,45,34,660,19,46,47,595
16,40,39,138,11,22,14,718,13,12,26,489
16,40,31,492,28,32,12,835,18,33,16,582
10,50,10,250,14,16,18,663,22,46,23,864
16,11,33,557,11,20,12,944,22,29,29,472
29,10,33,849,20,18,43,451,11,40,39,594
16,44,31,458,19,43,32,502,30,40,36,967
27,48,22,486,26,17,39,969,14,44,13,845
27,17,35,568,13,46,31,472,30,15,36,149
11,36,48,827,30,12,26,583,21,18,50,275
15,15,34,555,14,26,48,493,13,19,41,559
21,12,46,359,28,49,18,802,15,34,22,308
10,34,16,547,19,43,27,211,10,30,19,550
15,33,13,127,13,15,12,698,22,18,33,735
16,18,17,160,14,48,16,634,16,21,17,116
27,43,50,377,26,34,31,575,12,20,31,731
14,47,12,379,28,38,25,110,26,29,42,718
16,36,42,270,14,27,49,136,12,46,18,590
30,48,20,885,30,50,21,934,20,13,30,772
30,38,40,655,23,32,23,371,26,13,48,309
27,21,27,285,28,25,39,883,26,17,47,693
12,46,42,645,28,33,41,528,15,37,50,533
10,13,26,857,15,45,12,629,19,46,48,286
10,18,18,848,18,28,43,991,22,13,11,687
19,49,48,595,12,44,31,487,15,38,35,238
28,46,35,776,26,33,13,376,18,46,35,630
25,44,21,610,16,27,13,337,20,28,31,287
23,33,15,717,16,31,13,673,11,32,34,616
20,31,22,361,14,50,36,672,19,25,17,507
20,21,43,562,30,13,29,480,22,22,11,994
22,26,30,277,23,40,24,608,20,39,20,630
12,28,13,288,15,49,12,389,29,42,35,960
12,40,41,956,27,28,34,744,25,50,38,707
14,11,34,117,24,38,22,365,22,38,28,641
15,49,13,470,10,12,28,579,19,21,43,413
24,34,25,641,29,18,27,126,17,41,13,641
18,34,32,472,11,15,29,865,16,18,50,967
15,27,45,339,17,22,14,545,14,31,38,442
15,43,37,394,19,47,32,145,22,30,26,498
26,35,28,105,30,35,10,238,17,45,46,612
22,39,13,256,27,26,12,132,11,12,32,308
17,39,12,167,28,10,49,574,10,48,29,830
29,49,31,222,29,20,34,192,28,46,38,668
12,38,23,514,23,22,24,799,24,47,25,140
16,46,43,467,17,17,20,182,23,38,25,606
16,29,39,188,20,16,25,996,14,45,29,856
10,19,43,226,28,10,33,274,22,24,24,772
29,44,16,321,15,26,34,509,14,17,12,898
26,21,20,340,22,25,32,718,19,23,28,219
16,48,18,269,29,45,46,244,11,28,25,277
22,42,36,470,15,39,40,207,11,22,47,394
19,10,38,579,12,10,14,394,13,20,40,773
28,16,39,179,16,17,16,395,15,37,20,585
12,12,14,906,26,18,29,950,27,34,27,399
29,22,35,772,17,44,11,109,24,15,47,457
19,10,35,971,16,46,19,940,28,12,46,236
21,43,46,154,13,40,10,301,28,15,28,924
20,17,15,599,23,12,25,384,14,25,12,254
12,47,37,836,20,25,24,831,13,11,14,571
21,35,43,470,14,50,17,525,24,43,13,450
29,33,25,637,14,28,39,412,18,27,13,526
13,15,36,689,17,17,50,724,15,45,40,593
14,47,47,950,12,49,48,530,20,44,17,285
29,36,32,815,17,15,44,175,20,18,49,803
21,36,18,355,17,38,13,807,14,12,20,995
19,45,30,590,20,50,12,287,20,48,25,553
27,24,40,824,16,13,40,734,21,28,37,649
26,29,30,458,25,45,29,792,11,49,23,604
11,43,22,119,10,22,14,249,30,17,11,820
30,29,17,534,24,13,31,323,16,32,34,407
13,36,16,376,28,24,15,631,22,19,21,463
30,15,49,459,19,36,15,135,21,31,31,924
25,38,37,328,21,41,16,704,22,19,15,508
20,17,50,124,26,30,28,408,22,36,33,623
13,20,44,548,17,22,43,193,17,14,36,278
12,29,25,416,17,40,37,616,18,31,46,593
23,27,10,834,30,31,21,893,12,36,40,928
19,10,26,876,15,47,43,732,30,17,31,122
15,11,14,446,23,15,44,232,23,33,13,391
10,25,30,887,13,21,22,572,23,38,27,618
27,34,41,101,26,18,39,121,16,17,20,549
21,48,41,904,17,42,27,810,18,23,43,565
28,12,10,934,29,32,10,824,28,26,18,859
13,45,10,543,15,35,20,728,21,23,22,896
20,22,44,160,14,44,41,780,13,36,32,705
17,19,17,658,12,37,28,193,14,12,41,332
20,11,47,569,10,32,14,572,20,34,32,634
12,12,44,671,19,25,46,449,20,35,41,322
13,24,35,856,23,50,29,317,21,38,43,254
22,28,35,807,11,35,41,982,23,33,44,762
26,10,43,956,10,12,22,220,26,50,17,352
30,43,41,243,27,15,43,516,27,50,16,984
29,19,26,846,26,36,39,869,13,50,16,291
18,50,30,539,15,26,35,134,18,10,30,719
20,22,39,879,21,22,31,499,30,42,19,485
15,46,16,536,11,23,43,498,11,38,47,545
30,40,26,246,17,10,30,516,24,19,12,799
28,46,12,875,18,32,31,182,18,46,31,565
19,30,26,755,28,19,40,835,16,43,39,405
25,30,11,768,16,42,45,968,22,44,43,950
28,27,39,250,15,10,24,259,30,43,24,639
15,20,47,577,22,44,23,903,22,30,28,809
27,47,31,675,30,35,37,592,16,10,12,870
23,48,41,567,11,13,20,545,17,38,20,219
30,21,33,102,28,14,30,882,30,22,29,337
19,36,35,315,30,38,47,187,18,49,11,309
14,50,10,181,10,38,38,340,25,17,43,580
30,47,15,109,30,10,40,333,29,28,20,927
15,17,40,243,11,33,37,348,21,14,11,958
26,26,13,110,12,27,11,535,24,43,49,346
25,31,44,208,30,42,37,445,17,14,37,587
25,14,28,556,16,30,48,188,15,30,27,346
17,42,21,795,23,44,26,720,27,29,49,513
21,29,30,779,18,19,29,987,18,19,22,393
14,29,19,905,18,33,46,902,23,49,35,589
20,46,43,762,21,45,29,362,27,19,42,523
22,49,45,913,30,39,31,744,11,39,34,855
19,23,13,635,17,15,41,636,21,19,24,732
17,22,44,970,16,37,45,690,11,40,14,744
25,12,18,591,23,33,22,469,30,49,46,119
18,36,30,661,22,29,42,547,20,36,32,621
16,23,32,722,12,41,43,126,25,38,27,600
26,36,36,837,21,37,26,319,22,45,41,139
17,30,25,460,25,40,41,417,13,18,14,941
29,27,32,111,21,49,22,898,24,41,23,305
30,15,28,965,23,14,42,422,18,35,44,169
23,23,34,314,30,37,25,165,25,17,40,737
16,10,47,204,29,36,42,441,10,37,49,253
22,23,12,842,20,38,15,446,20,46,36,841
28,23,10,567,20,12,10,987,17,18,36,569
25,14,46,605,22,36,43,679,22,31,12,684
22,48,26,265,11,18,29,165,26,28,37,159
27,21,40,442,12,16,40,774,11,45,28,823
13,11,16,693,29,40,23,933,30,26,33,873
16,43,14,583,15,40,19,188,10,12,15,757
25,30,30,664,20,48,28,281,21,23,40,200
18,14,17,273,28,34,29,996,29,28,48,326
11,49,13,522,13,20,47,238,29,16,24,282
14,44,12,404,22,23,32,971,16,17,17,365
15,43,26,567,22,17,38,554,30,31,12,990
20,41,33,296,28,20,45,239,19,41,34,809
19,50,50,817,18,34,35,172,15,18,18,208
15,21,24,140,24,37,32,232,14,38,19,545
25,34,12,331,22,24,19,696,24,38,29,988
19,42,24,523,26,35,26,607,23,33,33,553
14,49,20,223,15,42,44,401,24,33,14,149
26,40,48,844,26,13,34,693,11,30,46,247
28,25,49,640,23,44,26,460,20,22,47,299
16,14,47,380,30,39,30,765,24,17,17,161
12,13,18,442,21,40,18,188,14,32,38,158
20,16,21,674,18,42,28,111,16,21,49,874
24,24,16,734,28,32,14,764,25,26,26,976
18,21,27,578,21,46,33,560,21,27,16,603
15,27,16,649,12,11,37,803,16,24,12,713
28,37,18,949,24,38,35,484,28,45,40,569
24,44,40,858,27,48,38,792,17,22,19,979
19,31,35,975,27,45,33,310,21,35,50,292
30,37,20,192,30,30,50,832,12,34,23,205
12,40,27,370,12,42,48,700,20,37,44,364
13,13,35,678,29,35,46,207,20,35,26,388
13,31,33,760,18,12,40,487,18,14,46,892
25,50,32,835,20,13,25,422,25,38,34,241
17,49,28,122,17,15,22,585,15,32,39,283
30,12,10,679,28,40,28,931,17,35,10,643
18,19,18,668,19,43,15,957,21,36,33,430
28,41,33,948,17,17,24,149,21,21,37,950
19,24,42,299,21,49,16,939,21,25,42,207
22,50,19,964,30,10,22,921,11,49,13,278
27,45,21,774,28,28,41,522,10,24,32,963
15,18,43,523,10,24,11,597,27,19,41,746
10,16,20,273,23,23,28,469,24,30,37,554
20,47,48,986,17,31,40,686,29,23,48,463
19,41,14,237,23,12,18,853,18,36,29,739
24,33,48,473,18,11,41,360,14,31,23,447
27,13,48,153,15,10,50,406,16,11,41,866
23,40,39,517,16,45,34,502,20,25,16,179
22,18,10,666,18,16,39,775,26,28,27,162
26,44,40,613,22,19,50,448,12,21,18,587
10,22,37,550,15,37,13,583,18,40,15,663
20,43,25,565,13,36,25,738,20,13,38,183
16,22,25,654,25,29,40,720,25,23,45,399
21,30,45,933,10,39,44,462,22,23,16,275
28,10,25,491,29,46,48,553,23,40,32,205
10,14,46,610,16,40,42,607,11,43,43,497
19,41,11,150,28,44,16,280,28,12,49,208
11,47,49,138,19,15,34,122,21,48,41,971
29,27,50,672,28,26,30,317,15,10,17,101
19,23,16,311,11,23,13,606,29,18,30,389
20,13,28,391,13,28,36,466,27,47,32,606
24,44,11,353,13,43,35,767,27,19,25,297
28,18,30,966,25,17,26,758,13,15,37,338
22,44,21,666,30,14,30,503,10,48,19,774
18,43,46,368,13,20,46,933,20,32,13,894
10,49,19,157,10,21,18,102,15,23,50,764
11,35,32,171,27,21,21,884,29,43,50,843
29,35,48,837,11,24,41,500,23,12,48,885
19,48,42,229,26,28,15,430,24,41,35,302
23,43,49,573,21,44,24,501,23,27,45,693
21,25,40,818,15,16,30,289,24,17,36,882
25,38,43,305,18,34,34,312,16,38,23,439
20,11,19,331,23,11,35,964,17,43,18,190
10,20,13,311,27,26,49,442,11,50,22,729
23,49,32,879,22,21,31,115,12,11,34,465
25,11,33,680,18,10,28,973,25,11,14,587
19,43,50,389,24,29,50,517,14,11,24,388
30,27,38,885,20,34,24,517,16,41,11,286
12,41,31,326,21,13,35,127,25,42,35,631
30,34,42,339,27,18,43,237,19,16,24,574
27,41,14,444,23,17,12,422,27,16,34,553
26,21,47,720,27,16,18,936,11,34,28,976
12,11,18,163,19,34,42,367,30,24,13,417
24,29,47,928,10,35,29,784,18,30,46,612
28,45,14,751,25,41,24,464,20,11,23,331
12,28,50,356,21,44,46,597,12,18,18,983
23,25,29,700,30,22,17,136,18,43,47,807
10,25,21,773,25,27,15,273,11,11,38,446
10,35,44,850,13,27,41,764,14,24,17,115
16,44,44,438,30,47,30,249,19,20,44,121
11,27,48,782,25,14,13,952,18,21,37,476
11,19,18,537,28,19,46,306,21,27,31,834
13,47,49,625,29,25,31,518,17,49,40,353
29,11,19,252,22,14,30,296,29,18,37,144
21,37,15,684,21,45,45,998,18,16,13,836
10,10,47,796,28,47,37,133,12,10,31,708
13,28,39,316,10,13,40,429,26,49,20,281
18,25,45,655,17,28,39,793,23,15,20,677
21,14,14,447,28,12,48,255,28,19,35,253
17,19,13,482,18,37,11,578,14,50,39,346
13,37,21,752,10,25,36,186,13,40,23,586
20,48,23,219,17,37,36,196,22,46,30,636
28,36,14,199,18,31,42,143,28,27,13,363
22,28,17,836,21,33,35,503,21,49,50,234
26,36,47,167,11,12,15,845,20,34,25,251
17,43,34,534,29,13,46,714,16,31,36,454
27,42,31,732,12,13,19,957,27,17,10,194
28,17,29,945,11,10,46,791,17,43,33,346
21,43,41,960,18,11,36,715,14,41,36,143
25,31,50,683,22,45,23,890,30,25,34,223
24,47,20,542,13,38,27,391,28,47,44,179
22,50,42,850,19,38,25,631,30,14,16,778
26,20,40,961,30,11,11,859,16,12,34,853
24,26,40,556,11,11,12,278,10,24,42,691
30,18,21,516,20,36,39,349,15,17,11,286
12,31,29,363,30,50,22,418,21,24,45,534
23,21,37,418,14,29,29,839,10,14,36,944
28,12,13,608,16,42,10,308,19,43,15,810
17,42,33,967,25,23,16,487,29,26,14,707
30,34,26,245,25,19,29,152,26,26,14,215
15,16,30,952,30,28,21,509,19,17,38,858
17,31,39,261,30,19,25,472,23,18,26,630
15,38,50,958,20,40,38,293,14,13,45,739
10,23,19,998,17,19,49,313,30,20,35,415
19,42,19,645,11,24,35,351,15,30,40,235
20,30,50,599,26,22,19,199,28,19,37,976
24,31,23,134,21,16,43,893,24,23,41,452
10,21,29,643,21,16,38,262,16,30,37,497
23,14,23,862,13,44,24,823,12,47,45,636
14,14,38,711,12,50,24,181,11,42,19,897
10,41,27,691,18,17,18,923,28,19,24,313
14,16,18,541,17,39,23,849,14,36,41,641
17,39,12,299,24,14,19,527,29,33,45,987
24,29,18,473,21,11,39,353,18,50,19,396
19,23,35,417,26,28,35,491,12,44,23,943
30,20,11,801,10,30,25,731,18,50,32,723
22,25,15,698,25,32,10,934,13,14,22,406
11,13,38,355,10,40,31,357,13,38,36,293
25,25,14,248,25,50,19,693,19,44,15,766
23,38,35,856,11,23,42,183,22,50,41,178
11,31,44,704,12,35,47,824,26,36,43,646
26,18,13,241,12,44,44,385,10,40,29,106
15,11,41,255,19,18,35,814,21,50,32,585
19,30,33,448,16,39,14,873,25,26,45,127
23,27,28,353,23,47,33,727,17,13,33,199
16,27,39,465,22,42,35,443,10,14,50,249
29,14,10,106,15,24,20,497,18,18,13,198
21,21,35,566,14,40,50,316,29,43,26,299
10,38,12,411,24,37,24,271,24,47,42,758
22,18,40,846,23,14,46,827,14,36,37,140
10,11,33,913,25,14,20,560,20,24,50,950
25,28,39,516,27,50,43,554,27,16,19,177
27,25,37,215,15,38,29,597,28,12,43,699
25,35,24,902,23,36,34,264,26,15,13,499
24,17,33,520,27,41,12,673,26,40,21,307
14,31,16,539,22,30,34,679,19,17,26,555
11,23,33,745,20,17,40,323,12,28,31,247
26,13,14,123,27,18,12,459,23,22,40,227
20,28,33,266,24,18,17,259,25,14,28,317
29,28,22,111,10,32,12,950,19,48,22,934
26,44,27,607,21,16,12,439,24,22,31,702
22,35,34,880,10,43,45,565,29,30,47,298
17,44,29,580,13,44,23,759,17,48,20,386
27,25,42,863,24,12,45,844,11,37,35,926
23,16,23,176,11,34,17,126,13,19,50,856
24,50,10,873,11,39,26,301,11,25,12,963
14,28,35,145,27,27,49,373,26,22,23,677
17,29,47,886,19,25,46,663,18,36,14,413
26,26,10,115,27,44,23,301,20,16,21,392
10,29,40,330,25,14,12,848,23,12,10,857
19,13,36,406,13,48,44,171,19,47,29,307
25,35,37,922,16,42,49,577,14,44,26,108
23,45,48,636,30,34,33,499,10,15,10,663
29,11,39,882,19,19,35,883,30,22,47,249
21,24,33,873,13,39,17,595,26,50,15,878
28,42,21,896,22,23,41,118,27,48,28,150
10,13,28,201,18,13,40,944,20,22,49,628
30,14,37,632,12,34,27,896,10,13,14,473
11,37,34,539,21,15,21,777,18,16,17,949
23,44,13,733,27,46,18,193,24,24,32,855
25,33,38,279,13,23,39,635,30,33,17,487
17,29,31,608,24,43,24,218,11,17,45,230
24,28,32,199,30,31,31,668,23,25,43,539
19,47,49,780,17,36,33,566,11,14,26,519
20,12,16,894,28,12,24,506,18,28,19,253
16,13,50,342,11,45,23,487,19,30,40,352
29,27,26,552,15,26,49,939,21,34,18,116
16,11,31,445,30,26,33,262,15,18,24,781
16,48,18,666,17,41,44,595,12,24,42,697
29,20,48,738,14,18,32,764,30,24,41,999
11,15,48,491,11,50,34,194,16,50,26,455
28,47,11,958,26,18,30,314,25,50,20,687
20,44,49,242,21,18,50,685,28,28,28,263
27,14,20,927,15,20,27,975,24,34,14,875
10,19,36,791,20,37,26,149,26,21,19,911
23,38,15,139,24,44,38,915,13,43,26,750
19,13,21,375,18,29,25,537,20,11,26,601
16,42,29,137,18,25,28,326,13,34,22,190
15,41,14,768,10,25,12,885,16,20,49,245
15,16,44,148,12,50,12,869,21,14,11,144
21,17,50,167,25,37,30,158,20,42,38,737
20,12,28,154,16,24,36,767,30,35,44,605
10,11,15,293,13,13,42,310,30,21,48,876
16,27,38,319,18,23,29,972,13,23,31,989
17,22,29,882,30,30,23,128,21,39,35,998
29,17,19,101,15,30,41,225,13,21,37,365
28,44,25,812,25,49,16,195,24,37,44,187
22,15,23,934,25,37,42,763,12,30,18,622
28,26,30,499,24,47,48,885,21,35,25,506
24,11,45,791,17,36,23,828,20,22,43,830
25,34,21,969,10,44,31,716,24,22,28,396
24,50,10,385,29,18,39,830,13,35,26,286
27,31,47,746,16,18,16,508,10,42,11,972
10,21,47,633,26,15,43,694,23,43,42,458
26,45,28,403,26,34,27,124,19,28,29,691
13,37,16,214,20,10,34,942,28,48,27,103
19,16,50,585,23,49,40,669,21,22,37,940
25,19,47,939,18,18,50,822,21,44,42,823
30,20,15,667,17,44,40,776,10,27,44,804
24,44,16,456,29,24,43,767,15,26,38,141
17,11,21,195,25,33,46,422,23,41,46,296
10,14,25,607,26,50,27,135,11,33,24,408
12,39,30,381,10,33,21,398,27,17,13,631
22,36,32,660,21,25,41,144,25,43,45,487
19,48,12,134,20,33,42,131,23,34,37,925
13,49,23,252,30,31,39,409,16,48,26,150
25,41,30,371,14,23,32,845,16,35,26,697
16,39,46,269,28,30,50,209,28,36,37,823
30,42,29,228,13,42,18,283,21,47,34,236
24,46,12,557,20,11,32,805,11,25,42,853
20,14,10,217,15,16,14,373,15,36,28,404
16,14,27,931,23,31,22,340,28,13,33,376
17,30,50,904,28,34,39,381,28,29,37,590
17,45,45,779,22,29,50,390,29,16,21,339
23,44,18,731,25,24,20,223,24,19,16,157
26,18,20,696,14,28,12,132,27,10,30,914
23,18,47,187,12,29,29,419,10,26,40,262
10,43,38,480,17,49,13,307,14,17,14,137
21,22,15,682,17,30,18,900,19,38,19,383
23,41,23,625,24,40,48,475,20,14,48,996
19,42,14,484,27,49,13,123,29,23,28,670
23,46,27,494,22,18,33,788,16,37,25,402
17,27,12,330,30,50,16,973,16,17,25,870
28,13,23,374,11,10,46,698,30,25,24,388
15,19,34,946,22,22,19,615,27,39,49,760
30,16,10,456,23,18,39,568,19,27,31,829
16,24,30,938,27,38,46,631,30,29,48,757
10,48,33,873,15,29,10,761,16,21,24,272
18,44,21,898,17,34,11,815,22,19,49,397
12,32,14,891,15,33,41,855,28,41,18,179
30,50,37,114,30,44,28,491,29,33,11,648
23,45,26,756,12,23,35,841,22,18,33,670
22,20,41,457,19,11,25,393,12,18,42,758
29,42,13,505,21,45,12,184,21,26,35,723
21,15,20,591,30,17,19,318,24,10,13,935
20,44,10,211,26,17,44,578,17,20,44,440
24,40,27,819,29,40,35,726,29,28,25,508
16,42,26,195,28,47,43,802,19,38,44,676
13,46,50,674,15,35,35,543,14,11,46,143
16,40,48,623,16,37,40,666,18,38,29,555
12,21,21,698,19,45,36,612,23,22,14,884
22,41,31,545,23,20,21,374,30,44,10,991
15,37,34,719,14,10,18,613,13,12,27,326
29,47,12,835,10,29,26,204,30,23,44,962
13,39,24,987,27,32,38,125,14,40,48,239
11,36,29,647,10,50,32,281,10,20,36,491
19,29,43,189,17,42,15,183,27,26,17,125
22,41,47,492,14,25,15,698,12,42,23,984
13,16,41,204,11,20,29,831,12,25,10,441
12,49,31,548,13,46,21,967,18,49,41,999
13,29,10,542,17,30,15,806,22,10,37,965
19,32,11,216,30,25,38,167,15,31,20,636
13,30,40,666,17,48,47,644,21,46,34,947
11,33,48,602,22,16,49,350,27,37,31,875
13,12,46,573,24,30,17,774,25,29,32,622
25,27,22,899,27,16,21,715,28,15,26,259
10,26,19,189,16,13,28,305,12,16,24,763
15,28,36,606,22,19,12,101,11,18,38,476
24,25,47,382,11,35,25,827,27,35,30,800
24,29,33,387,22,40,33,844,10,34,16,221
11,10,30,738,25,32,14,964,29,39,48,813
14,38,16,270,22,39,34,325,18,28,22,787
30,33,11,191,16,32,43,134,10,22,25,906
30,21,34,218,15,47,24,935,29,26,11,795
12,36,22,422,21,34,17,526,14,50,41,692
24,48,19,858,14,29,47,607,12,43,18,460
14,42,17,857,23,17,28,484,19,50,14,221
28,10,43,517,13,31,21,352,29,41,26,656
17,19,31,571,21,29,33,222,13,42,12,822
18,17,43,143,22,18,41,621,11,25,29,228
19,12,37,172,23,25,23,566,27,48,11,902
26,23,30,802,20,25,25,896,25,20,20,798
26,28,34,790,18,25,26,909,22,22,19,843
29,28,35,749,22,30,22,894,24,24,24,841
30,28,40,719,26,29,17,923,24,23,23,857
30,25,35,679,26,27,19,962,29,19,28,841
30,20,38,650,26,28,15,913,30,20,27,889
28,21,33,627,21,30,16,929,26,19,23,902
29,26,32,626,26,26,21,949,30,18,19,884
28,21,30,656,21,23,20,941,30,13,14,911
25,23,30,644,23,20,16,917,27,13,12,916
27,19,28,606,19,19,20,884,30,14,14,894
29,20,26,587,15,17,16,905,30,17,10,900
25,20,23,559,13,14,11,870,25,17,12,884
23,18,20,515,12,17,10,895,26,19,14,904
27,18,25,536,17,13,14,864,25,18,14,899
28,13,23,542,22,17,17,872,20,22,16,941
25,16,20,583,19,17,22,887,21,19,11,898
23,19,21,551,14,20,22,910,20,23,13,874
28,20,25,526,15,17,20,922,24,21,13,845
24,15,25,492,18,22,25,879,27,21,10,819
26,10,26,504,13,17,29,870,30,16,11,823
28,10,31,485,13,13,32,829,29,21,10,870
28,10,35,455,13,14,37,860,26,24,10,860
27,10,30,417,17,18,40,868,27,27,13,857
30,15,25,455,21,15,45,871,25,22,13,823
28,13,30,483,22,15,40,828,26,24,12,791
29,10,30,497,21,18,44,844,30,26,15,790
30,10,29,514,25,16,40,888,30,27,12,747
27,12,25,545,22,12,38,881,30,28,11,743
29,14,23,495,27,10,43,901,30,31,10,710
30,14,23,448,27,10,45,950,30,29,13,680
25,10,20,431,26,13,46,916,28,30,16,648
21,14,18,410,23,13,43,866,30,28,14,633
26,13,17,373,27,14,46,834,30,25,10,611
24,17,13,406,30,13,43,823,29,30,12,661
24,21,10,440,30,12,40,786,30,31,10,633
27,18,10,472,30,10,38,810,30,27,10,672
27,22,10,432,30,10,37,796,30,26,14,629
25,22,14,412,28,10,38,749,30,29,19,641
26,25,14,409,30,10,37,738,29,27,22,660
25,22,10,372,30,10,34,763,28,31,27,663
23,27,10,337,25,13,38,793,28,35,27,698
26,27,11,355,23,18,42,752,30,36,24,688
28,32,11,392,20,18,40,719,26,40,28,725
23,31,15,381,18,14,35,690,28,35,26,747
25,34,12,404,17,10,31,714,30,33,21,794
29,32,14,402,15,14,29,748,30,34,26,758
30,35,10,450,20,14,32,707,28,39,28,740
30,37,10,409,17,17,33,715,30,39,24,707
26,38,10,385,21,17,32,690,30,41,20,661
22,34,10,426,19,21,35,670,30,42,16,660
17,29,10,410,19,26,34,677,27,47,21,663
20,34,10,438,23,31,34,688,25,42,22,625
18,38,13,390,26,34,38,669,27,45,26,625
16,35,10,371,24,35,35,713,24,48,31,600
14,35,10,359,24,38,37,708,25,44,26,588
15,39,15,346,22,42,34,725,24,43,22,611
16,42,19,333,22,37,37,727,20,48,24,600
15,41,21,306,27,41,41,689,20,50,26,564
13,38,25,268,26,37,39,656,19,46,27,566
17,34,23,258,27,32,38,661,20,47,30,605
12,30,20,279,30,33,42,658,18,50,29,610
10,35,23,311,25,33,39,682,16,48,31,637
10,35,27,313,20,30,37,708,21,50,30,594
11,37,30,336,19,26,33,672,22,50,26,604
10,32,27,383,23,24,30,672,20,50,21,648
13,35,32,342,28,21,30,675,22,50,17,649
14,30,28,340,30,18,35,628,25,50,14,691
18,26,31,387,30,21,30,649,28,49,10,654
16,23,26,426,30,16,26,674,27,49,13,703
16,21,25,453,26,18,24,634,26,50,16,674
14,21,26,420,24,13,23,660,30,50,18,700
19,23,23,388,29,13,27,677,29,48,17,708
20,23,22,372,24,13,27,651,30,45,22,709
18,21,18,386,23,16,25,699,30,43,19,726
17,25,13,401,24,14,28,711,30,46,24,721
14,29,17,419,21,10,30,709,28,50,20,687
19,24,17,424,23,14,32,665,23,50,18,652
18,25,16,437,27,10,34,634,23,49,19,663
19,30,18,446,24,11,35,637,26,47,17,708
17,32,14,426,28,10,40,633,25,50,21,669
20,36,13,406,29,10,45,645,27,47,17,654
20,41,14,383,28,15,49,596,28,43,17,698
24,36,14,368,28,20,50,579,30,43,16,667
25,36,19,321,26,21,45,534,30,38,16,706
22,34,17,324,22,17,47,546,30,40,12,668
18,34,22,301,21,18,47,560,30,45,10,666
22,35,24,296,20,23,43,531,30,50,10,695
18,35,23,317,17,23,44,575,25,50,13,742
16,36,26,316,22,21,45,533,24,50,14,739
14,35,26,287,17,16,42,502,29,50,14,709
15,37,30,297,20,13,44,518,30,50,16,699
10,41,34,252,18,14,44,528,30,45,14,738
13,40,39,215,20,19,47,524,30,50,13,754
17,38,38,191,16,15,50,476,25,45,10,742
14,33,34,174,17,10,48,515,28,41,15,731
19,33,32,210,13,10,50,556,28,45,20,697
24,35,32,224,16,10,50,560,25,42,19,729
28,34,27,210,13,13,50,607,21,44,16,727
24,38,23,188,15,10,50,621,23,45,15,678
23,41,19,176,11,12,45,619,28,45,11,667
24,38,19,161,13,10,49,604,26,47,15,713
27,34,19,123,10,10,46,606,27,50,11,716
26,32,19,154,15,10,46,575,30,45,11,732
21,29,20,176,18,10,49,584,25,40,10,741
18,33,19,200,16,11,46,606,25,35,13,731
14,32,20,205,21,11,48,651,29,30,16,746
19,31,25,206,22,10,47,661,30,27,12,769
16,27,20,254,18,10,42,634,30,24,10,798
12,26,22,259,23,10,38,677,27,20,12,776
14,26,24,235,24,10,38,709,27,17,13,730
10,23,26,241,21,10,40,700,26,21,16,741
12,19,27,282,17,10,39,735,26,19,15,731
16,17,29,237,19,13,41,686,29,20,11,743
20,17,24,240,20,14,39,704,28,25,14,785
17,22,29,224,22,11,43,666,25,27,15,756
13,18,34,240,20,10,48,633,22,29,13,729
18,19,39,263,19,10,44,618,22,24,10,722
14,15,44,238,23,10,45,667,23,19,10,679
11,17,45,243,26,10,41,654,23,19,10,676
16,16,50,197,21,10,40,675,26,17,11,692
12,20,45,236,26,12,41,650,29,21,10,697
11,15,49,265,30,14,41,675,26,19,11,675
10,15,50,307,30,13,40,695,24,23,14,677
10,15,50,290,25,10,44,736,19,22,18,636
14,14,50,269,23,12,46,770,16,19,14,646
14,15,50,295,24,15,48,742,19,20,14,616
